メジャーレーベルからのダンス・ミックスCD、海外、国内のアーティストのリミックスも数多く手掛ける。
2000年代には、上海、バンコクでもDJを行う。
現在は、東京、大阪、名古屋で数々のFM番組の制作も手掛けるメディア・クリエーターとしても活躍中。,

レイチェル・ダムール,a-image/074.jpg,Rachel D’Amour / レイチェル・ダムール,"DJ
DRAG QUEEN",,,"『ArcH 2nd ANNIVERSARY〜花魁道中〜』、"
RIOTO,a-image/075.jpg,RIOTO / リオト,GOGO DANCER,,,"『RUSH CRUISE』, 『ArcH 7th ANNIVERSARY』, 『AiSOTOPE LOUNGE 1st ANNIVERSARY』, 『PARTY』, 『トゥナイト』"
RTO,a-image/076.jpg,RTO,GOGO DANCER,,,『PARTY』
RYUZO,a-image/077.jpg,RYUZO / リュウゾウ,DJ,,,30代でないと/MEN'Sスーツ
RYO,a-image/078.jpg,RYO / リョー,GOGO DANCER,,,『PARTY』
RYUDO ,a-image/079.jpg,RYUDO ,GOGO DANCER,,,『PARTY』
サセコ,a-image/080.jpg,Saseko / サセコ,DRAG QUEEN,,,"『RUSH CRUISE』、『Campy!舞踏会』、『アキバナイト』、『K-POP NIGHT』、『笑止千万』"
SatC,a-image/081.jpg,SatC / サトシ,GOGO DANCER,,,『ArcH 3rd ANNIVERSARY』
sAtoshi,a-image/082.jpg,sAtoshi / サトシ,DJ,,"1998年、札幌KING MXHUにてDJデビュー。その後、拠点を東京に移し、新宿・渋谷を中心に東奔西走する。80'sから最新クラブチャートまでレンジは広く、プレイスタイルは柔軟。心情はPOPたれ。2012年には台北、ソウルでのプレイを経て、更に活躍の幅を広げている。レギュラーイベントはGORILLA等。

https://www.facebook.com/djsatoshi68
https://soundcloud.com/satoshi-chiba-2","『GORILLA』、『TK GROOVE』"

SATORU,a-image/083.jpg,SATORU / サトル,GOGO DANCER,,,『露出狂ナイト』
SEKI,a-image/084.jpg,SEKI / セキ,DJ,TECHNO,"80年代後半、四谷のJ.BONDにてDJデビュー。その後、ハードコアエレクトロヒップホップユニッ トHI-TECH GROOVEのDJ＆サウンドクリエイト、下北沢ZOOでのレジデントDJ、1000人近くの集客があった川崎チッタでのビックイベント＜DJ SUPER STARS HIT PARADE＞のオーガナイズ、渋谷CAVE（現module）で行われたパーティのオーガナイズなど多方面に渡り精力的に活動。活動拠点を新潟に移して からは地元テクノパーティに多数参加。しばらく休止した後、2004年12月震災後の新潟県小千谷市にて というパーティのオーガナイズと同時にDJ活動も再開。都内からDJが参加し100人以上を集客し話題になる。2006年4月＜SCREW＞というパー ティにて東京でのDJも復活。同年７月よりclub ArcHにて定期的に開催されるオリジナルスタイルのパーティ＜TWILIGHT＞を展開中。",『TWILIGHT』
shiGe,a-image/085.jpg,shiGe / シゲ,GOGO DANCER,,,『tooMuch』
SHiN,a-image/086.jpg,SHiN / シン,GOGO DANCER,,,『9モンスターズナイト』
SHINKAWA,a-image/087.jpg,SHINKAWA / シンカワ,DJ,HARDHOUSE/HARDTECHNO,"1993年、イギリス滞在中に'TRADE'などを中心とするロンドンクラブシーンに多大な影響を受け、DJになる決心をし帰国後活動を開始。伝説の巨大クラブ芝浦GOLDでのTHE PRIVATE PARTY でのデビュー。そして、今は無きDELIGHTでのパーティー'JUMPINN' 'が狂信的な人気を博し、その評判は日本のクラブシーン全体に知れ渡った。以降、着実に経験を積み重ね、オリジナリティー溢れる独自のサウンドを創りあげたDJ SHINKAWAの最近の活動には目をみはるものがある。現在は、六本木VELFARREでの'CLUB SHINKAWA? を始め、麻布十番LUNErSでの'CROSS OVER'、青山MANIAC LOVEでの'CYCLE AFTER HOURS'、大阪 UNDER LOUNGE での'WARP DA DISCO'などでレジデントレギュラープレイ。今や、日本において現在最も人気を博した実力あるDJに成長している。 また、海外でも1998年11月にオーストラリアのパースにてメインDJとしてプレイを皮切りに2000年および2001年でのUKツアー。2002年6月の中国ツアー、9月のロンドン・アムステルダムツアーと精力的に活動を行っている。 制作活動も精力的にこなし、哀愁ゲイサウンドの頂点ともいうべき'COME AND RESCUE ME'のSHINKAWAによるカバーを含む1種類のミニ・アルバム「CROSS」と「OVER」が1997年7月1日に発売。他にもイタリアのレコードプロダクションNukleuzとコラボレートした「Pump Up The Media」など数々の作品を残している。ハウス、テクノ、ワープといったジャンルを独特の表現方法で自由に操る彼のサウンドは、リスナー、クラウドの1人ひとりにHAPPINESSを与えつづけるだろう。",『TAKE OFF』
SHINTARO,a-image/088.jpg,SHINTARO / シンタロウ,DJ,,,『ArcH 1st ANNIVERSARY』
SHO,a-image/089.jpg,SHO / ショウ,GOGO DANCER,,,『ArcH 3rd ANNIVERSARY』
SHOWHEY,a-image/090.jpg,SHOWHEY / ショーヘイ,DJ,J-POP/J-House,,"『トゥナイト』、『AMR〜安室奈美恵ナイト』、『Panache』

SILVA,a-image/091.jpg,SILVA / シルバ,DJ,HOUSE,"1998年『SACHI』でデビュー。以後、SILVAとしては2002年までにシングル12枚・アルバム3枚・ベスト1枚をリリース。
DJSILVAとしては03年より本格始動し、アジア諸国（台湾、韓国、上海、シンガポール、マレーシアなど）のクラブやアメリカ、ヨーロッパなどで精力的にDjプレイを行い2008~2011年までNYで音楽活動を展開。2012年から自らのレーベルを立ち上げ、歌手として本格的に日本を中心に再始動した。レギュラー出演　テレビ番組 BS JAPAN ギルガメッシュライト　毎週金曜23:00-24:00　ラジオ番組「AGES」毎週月曜、水曜21時から1時間生放送。
http://www.silvaworld.net/",『ArcH Last Place Party day2』


STEPHANE K,a-image/092.jpg,STEPHANE K / ステファン ケー,DJ,HOUSE/TECHNO,"今のハウスミュージック界で新しいスタイルを常に追求し、多大な影響力を持つミュージックプロデューサー Stephane K。New Yorkのハウスシーンにおいて彼がもたらした功績は誰もが知るところである。
『Stephaneは彼のパートナーであるJohn Creamerと共に2001年度にSatellite Records傘下のPipelineから数曲のメガヒットリミックスをプロデュースし、プロデューサーとしての名を世界に轟かせることになった。まずは、ブレイクのきっかけになったKosheenの 'Hide U'とヴォーカルハウスとして完成度の高いリミックスSatoshi Tomiieの 'Love In Trafficである。その後IIO`RAPUTURE’のREMIXが世界中で大ブレイク！このREMIX SINGLEがレコード盤にもかかわらず10万枚以上のセールスを記録、CD,コンピレ-ションCDを合わせると60万枚を超える大HITとなる。
その後はNEW ORDER, SINNEDO’CONNERなどTOPアーティストのREMIXから,BEDROCKよりMIX CDをリリース。2005年は、ROCK STAR ‘Marilyn Manson’ ""Nobodies""のREMIX そして、‘Rosko’　“love is a drug” Stephane K Remixが4月9日付、全米ビルボード誌ダンスヒットチャートNo'１獲得！
その様々な要素で混成されたサウンドのスタイルは彼自身のオリジナルであり、簡単には言葉で表すことが出来ないだろう。あえて形容するならばセクシーな曖昧色、危険な催眠色、強い音に込められたトライバル色というような神秘的な混成具合である。そしてそのサウンドには、John Digweed, Danny Tenaglia, Danny Howells等のメジャーDJ、さらにはオノヨーコといった芸術家までもが絶賛したえず注目している。2011年はJon Creamer, Koutaro Aとともに、アメリカ先行発売で、Kultからの新たなリリース作品を作っている。また、活動拠点を日本に移し、固定概念にとらわれないクリエイティブ集団として東京クラブシーンの話題になっているWEEKEND WARRIORZに加入。シーンの最前線で高い評価を得るそのサウンドで、Stephaneが送り出す作品は、間違いなく世界のハウスシーンにセンセーションを巻き起こし、新たなカテゴリーを絶えずプロデュースしている。』",『ArcH 5th ANNIVERSARY』

SUHARA,a-image/093.jpg,SUHARA / スハラ,DJ,HOUSE/TECHNO/HARD TECHNO,"TECHNO・HOUSEを織り交ぜ、大箱・小箱を問わず、セクシャリティの壁を超えて、PARTYのコンセプトを意識したPLAYを心がけている。そこで培った経験から得たプレイスタイルは高い評価を受け、その時々に現れる独自の感性とGROOVE感にトリッキーなエッセンスを加え、ダンスフロアを盛り上げる事で幅広い客層から注目を集めているDJである。2005年8月にはMIX CD「IN THE HOUSE MIX」(QUAKE RECORDS)のMIXを手がける。
2006年からは、velfarre、amate-raxi、COLORS STUDIO、ArcH、ROCKWESTなど、様々なクラブのAFTERHOURSへのエントリーを経て、AFTER REBOOT PARTYとして始まった「BOOST」@ROCKWESTのオーガナイズ兼レジデントを務めたのち、現在「THIS IS!?」@ROCKWESTがスタートしている。また夜のPARTYでは、異色のTECHNO PARTY「TWILIGHT」@ArcHを立ち上げ、最近では毎年恒例の「迎春アフターアワーズ」@amate-raxiで日本を代表するTECHNO DJ陣と共にメインフロアに抜擢されるほか、「GLAMOROUS」@AIR、「Datura」@Solfa、「QD」@AIR、「Diamond Cutter」@ArcHでのPLAYなど、数多くのPARTYでのレジデント・ゲスト出演をつとめながらも、新たなステージへ移行していく姿に目が離せない。<br />
http://iflyer.tv/suhara/
http://www.mixcloud.com/djsuhara/","『TWILIGHT』、『DIAMOND CUTTER』、『30代でないと』


TABO,a-image/094.jpg,TABO / ターボー,DJ,R&B/HOUSE,2000年NITELIST MUSIC所属。HIPHOPからHOUSEまで幅広い選曲には定評があり渚音楽祭やShangri-La@agehaなど数々のBIG PARTYでもプレイ経験が豊富。自身のオーガナイズpartyも数多く手掛ける。踊らせるという事だけに特化したプレイには必聴の価値あり。,"『PARTY』、『BANANA Fridays』


TADASEEK,a-image/095.jpg,TADASEEK / タダシーク,DJ,House,"芝浦GOLD/新宿Delight等で ハウスミュージックに 影響を受け 98年よりDJスタート。
TECHハウスを中心にドハウス〜歌モノまで、アッパーな選曲には定評がある。
また、ROCK系のDJとしても活躍中。
現在新宿ArcHで開催中の「デブも専ナイト」「メガネプラス」等で レジデントプレイ中。","『デブも専ナイト』、『メガネプラス』"
TAKAMI,a-image/096.jpg,TAKAMI / タカミ,DJ,TECHNO,"1995年からDJを始め、現在は「REBOOT@elevn(西麻布)」、「MOONAGE@ageha(新木場)」、「BUZZ×3@ROCKWEST(渋谷)」、「""7""@ArcH(新宿)」のレジデントDJとして活躍中、ネオ・モダンなテクノパーティー「ハイライト(hi-lite)@神宮前GALAXY」を2013年3月よりオーガナイズ。
他、2012年5月より日本初のダンス専門インターネットラジオblock.fmにて「radioREBOOT」(毎週火曜日 24:30-)をレギュラー担当。

東京を拠点にテクノ、ハウスを問わず日本各所や香港など様々なパーティーでゲストプレイし意欲的な活動を行っており、CRISTIAN SMITH、HARDFLOOR、SUBHEAD、MARCO BAILEY、CRISTIAN VARELA、TOMEHADESなど来日時にも共演し、「TECHNO」を基本とした独自の選曲と安定感のあるプレイスタイルは、幅広いオーディエンスやDJの間で評価が高い。
また、ロック＆クラブマガジン「LOUD」によるDJ人気投票「DJ 50/50」にも、2006年より連続ランクインを果たし、その人気の高さが伺える。

2002年9月には自身、MOON AGE RECORDINGSから初リリースとなった「AGAINST THE OVERDRIVE E.P.」はQ'hey、DJ SHUFFLEMASTER、YAMA、DJ UIROHなどから高い評価を受けた他、ドイツのクラブ誌「raveline」では5つ★の評価を得て話題を呼んだ。数多くのトラックをリリースし、その楽曲のオリジナリティーの高さからリミキサーとしても作品を提供している。

http://www.takami.info
http://www.facebook.com/takami.info
http://takamidotblog.blog123.fc2.com
http://twitter.com/djtakami
http://block.fm/program/radioreboot.html","『ArcH presents AFTER HOURS ""7""』、『りんごないと』


Take-3,a-image/097.jpg,Take-3 / テイクスリー,DJ,,,"『やんちゃじゃないと』、『ゆるぽナイト』"
takeshi kiyama,a-image/098.jpg,takeshi kiyama / タケシキヤマ,DJ,Techno/Tech House/Minimal/Deep House,"熊本県荒尾市出身。Techno、House、2 Stepなどの音楽に影響され2001年DJスタート。熊本福岡でDJ活動をつづけ2005年に上京。Techno、Tech House、Deep House、MinimalなどをメインにNoiseなテイストもおりまぜつつ、型にはまってない選曲で玄人リスナーからも定評が高い。QD@AIR、gadabout@WAREHOUSE702、persona mixx@AMRAXなどのオーガナイズイベントに加え、CADDISH@asia、UNiON@ArcHなど、都内の様々なクラブでプレイ。現在ではクイック@ArcHでのオーガナイズイベント、opus@module、Datura@solfa、olso@eleven、S2@ROCKWEST、Lo-bit Underground@ドゥースラーなどで活躍中。

http://www.iflyer.jp/artist/takeshikiyama
http://www.youtube.com/watch?v=xsZpb1zjmGE",『クイック』

TAKEYUKI,a-image/099.jpg,TAKEYUKI / タケユキ,DJ,Vocal House/Upper House,"2007年にDJデビュー。
直後の2007年12月には新宿CODEでプレイ。
その後大阪、郡山、水戸などでも活躍の場を広げている。
彼の持つVOCAL HOUSEへの知識は、曲の持っている世界感や歌詞を生かしたプレイを可能にし、幅広い層からの支持を受けている。
現在はSWITCH@ArcHでレジデントDJとして活躍中。
今後も躍進を続ける彼からは目が離せない。","『SWITCH』、『TWILIGHT』、『PINKHOUSE X』"
TAKUMA,a-image/100.jpg,TAKUMA / タクマ,GOGO DANCER,,,『露出狂ナイト』
TAKUTO,a-image/101.jpg,TAKUTO / タクト,GOGO DANCER,,,『BAD BOYS』
Terry Washizu,a-image/102.jpg,Terry Washizu / テリーワシズ,DJ,NY House/Garage/Disco,"インコグニート、ザ・ブラン・ニュー・ヘヴィーズ、ボーイズIIメン、ジェームス・ブラウン、アレステッド・ディヴェロップメント、ヴィクター・デイヴィス、アメル・ラリュー、ジョセリン・ブラウン、ディー・インフルエンス、スキー・オークンフル、ドーン・ロビンソン、ショーラ・アーマ、ウーキー、SOUL II SOUL、ダニー・クリヴィット、ルイ・ヴェガ、ティミー・レジスフォード、クエンティン・ハリス、バーバラ・タッカー、マッド・プロフェッサー、その他挙げればキリがないほど多くの海外ビッグ・アーティストやDJらと契約を結び彼らの作品を手掛けてきた、国内外からリスペクトを受ける伝説のA&Rマン。

　DJやヴァイナル・コレクターの新バイブルとなった『超ハウス・ディスク・ガイド』（2006年・リットーミュージック）の執筆者にも名を連ねているなど、自身も日本を代表する12インチ・コレクターである。また2005年にはダニー・クリヴィットと共に映画『マエストロ』の日本盤サウンドトラックをオリジナルで制作、世界中のクラブミュージック・ファンの注目を集めた。

　自身のDJエディットを織り交ぜ、ハウスからガラージ、ディスコ・クラシックまで新旧ミックスしたスタイルはまさに変幻自在であり、毎回聴く者を楽しませるハッピーなプレイは音楽好きならずとも驚かしてくれる。

　現在は複数のレギュラーパーティーを中心に活動。東京・恵比寿Bar Jam（バー・ジャム）で毎奇数月の第2土曜日に行われる「ringk（リンク）」や、新宿2丁目ArcHで不定期に開催される超人気パーティー「BALL」でのDJプレイも人気。

　2010年には、スキー・オークンフルの""1000 Knives""（坂本龍一カバー）のTerry Washizu RemixがスキーのレーベルPrimaudial Records (UK)からリリースされた他、彼がエディットを手掛けたインコグニートの""1975 (Terry Washizu Edit)""も、「Body & Soul Tokyo 2010 @ageHa」でのダニー・クリヴィットによるプレイをはじめ、今でも国内外の有名DJらにプレイされるなど高い評価を受けている。","『BALL』、『NEW YORK!! NEW YORK!!』

TETZ,a-image/103.jpg,TETZ / テツ,DJ,House/Progressive House,"90年代前半のニューヨーク留学時代にクラブに目覚め、Pier Danceなどに代表されるGay Dance のカルチャーに魅了され帰国。2007年、新宿Club Undergroundにてデビュー。「ゆったりとしながらコントラストのあるハウスを得意とするプレイが印象的」とDJ TETZを知る多くは評価する。 最近の活動は、新宿、渋谷を中心に、レジデントを含む様々なパーティでのプレイを務めるほか、音大在籍時代に得た専門知識を生かして楽曲制作やリミックスも手がけている。 「主役はフロアーにいる。DJは上質な時間を過ごす空間を創る演出家」が彼のモットーである。

DJ TETZ's club life started from when he was a student in NYC in the early 90's. He was astounded by the power of Gay Dance Culture and the unforgettable scene at ""Pier Dance"". After returning to Japan, TETZ laid low until 2007 when he starting to spin at ""Club Underground"" in Shinjuku. His followers commune on his moderato and vivid HOUSE MUSIC play style.

Recent his ballpark has been expanding to various clubs/cafes in Shinjuku and Shibuya, including his resident parties. He has also branched out to Remixing and Composing, utilizing his special knowledge and background from traditional music college.

""Everyone on the dance floor takes the Lead Role, a DJ is there as an artistic director to create a Superior- Space to Time for those performers. "" --- that is his motto.","『奏家』、『NIGHT WALKER』"
TOMO,a-image/104.jpg,TOMO / トモ,DJ,R&B/House/Hiphop,"温かさ満点の酔いどれDJ。
R&B、HIPHOP、CLUB JAZZ、HOUSE、DANCE CLASSICS
と黒い音を縦横無尽。都内各所でプレイし、音、VUENOSなどで
レギュラーを持つさなか、2000年からROBOT FUNKに加入。

その後、陽炎、Private Party、FUSION、Kinhana、
WORDUP BAR、SAMURAI、BG☆BG、RUSH CRUISEなど
各種パーティーにてフロアを熱くしている。

さあ今夜も呑んでも飲まれるな。",『BANANA Fridays』
TOMO,a-image/105.jpg,TOMO / トモ,GOGO DANCER,,,『雄汁男魂集会』
TOMO-YA,a-image/106.jpg,TOMO-YA / トモヤ,DJ,,,"『SURF』、『露出狂ナイト』"
Tomo Asahina,a-image/107.jpg,Tomo Asahina / トモアサヒナ,DJ,Funky & Vocal House,"第1回 CIA DJコンテスト ハウス部門優勝。 ヨーロッパテイストのファンキー・ハウスサウンドを展開。 そのPOPでGroovyなプレイは人種・性別・年齢・セクシャリティを問わず皆を魅了し、大好評を得ている。
Hex Hector、Ian Carey、Joachim Garraud、Major Boys、Steve Angello、Eric Kupper、Andy Norman（Hed Kandi）等と共演。 Joachim Garraudから「君は本物のDJだ！」と絶賛され、 Andy Norman（Hed Kandi）からは「君こそTokyo Kandi DJだ！」と言われる。

2003年横浜フランス国際映画祭のオフィシャルパーティに出演。2004年Mitomi Tokoto、VJ WADAKENらと世界ツアーを敢行。中国各地、マレーシアなどでプレイ。現地のクラブフリーク達を興奮の渦に巻き込んだ。 2005年、Lipton ""BOA"" Premium Live＠Studio CoastにてBOA（歌手）と共演。 2006年は日本初の""Hed Kandi Tokyo""に参加。そして2007年、ロンドンの人気レーベル""Fierce Angel""の日本プロジェクトに参加。自らもDJ出演し、大成功を収める。同年10月には渚音楽祭にも出演。

2008年2月、レジテントDJを務める毎月最終土曜日に行われるGay Mix Party ""the RING""の動員数が開催場所である「Warehouse」のレジデントパーティの歴代動員記録を塗り替えトップに。10月には再び「渚音楽祭」に参加。午後２時と比較的早い時間だったにもかかわらず、壮絶な盛り上がりを見せ関係者を驚かせた。12月、三たび ""Fierce Angel in Tokyo""を開催。大好評に終わる。

2009年9月、正式に「Mark Doyle」率いるDance Music Labal「Fierce Angel Records」のオフィシャルDJにパートナーである「DJ Shu-ma」とともに就任。日本人初の本国イギリス認定DJとなり今後ワールドワイドな活動を展開する。",『ArcH 7th ANNIVERSARY PARTY 〜CASINO〜』


tomo iwasaki,a-image/108.jpg,tomo iwasaki / トモイワサキ,DJ,HAPPY TECHNO,"2000年横浜CLUB FIREにてDJデビュー。""HAPPYでDISCO""をテーマに腰にぐいんぐいんくるカンジのTECHNO〜HOUSEをごった煮感満載でずんどこプレイするいわゆるWARP育ちなHAPPY系の残党。かっこいいのより楽しいほうが好き。""今""の解釈においてハッピーテクノをぶん回すパーティ[BEATNIK]と野球好きDJが集まってメガホン片手にテクノと応援歌を高らかに鳴らす[TECHNO NIPPON SERIES]を主催。ALAMAS CAFEでのプログラム[ABCDisco☆]も担当。You'll never DANCE alone!!!

http://www.disco.x0.com",『BEATNIK』

TSUYOSHI,a-image/109.jpg,TSUYOSHI / ツヨシ,GOGO DANCER,,,"『ArcH 1st ANNIVERSARY』, 『ArcH 2nd ANNIVERSARY』"
TYME,a-image/110.jpg,TYME / タイム,DJ,,,"『ゆるぽナイト』、『ケツメイシナイト』"
Tomoyuki Tanaka,a-image/111.jpg,Tomoyuki Tanaka / トモユキ タナカ,DJ,HOUSE,"1966年7月6日生まれ。京都市出身。

FPM=Fantastic Plastic Machine（ファンタスティック・プラスチック・マシーン）とは田中知之のソロ・プロジェクトである。
97年秋、『The Fantastic Plastic Machine』でデビュー。98年秋、2nd アルバム『LUXURY』、翌99年秋MxSg『Take Me To The Disco』をリリース。2枚のアルバムは98年以降ヨーロッパとアメリカでもリリースされ世界中から注目を集める。
2000年にはavexへ移籍し、翌年1月にリリースした3rdアルバム『beautiful.』では、中納良恵（EGO-WRAPPIN’）、キリンジ、ハース・マルティネスなどを、4thアルバム『too』ではインコグニート、VERBAL（m-flo）、山本領平など、5thアルバム『imaginations』ではTAHITI80、BENJAMIN DIAMOND、BONNIE PINK、CLAZZIQUAI PROJECTらをフィーチャー。6thアルバム『FPM』ではMONKEY MAJIK、DJ YASA、山本モナ、BENJAMIN DIAMOND、KISSOGRAM、清水靖晃らをフィーチャーしている。
7thアルバム『QLASSIX』は元々ユニクロが展開するWEBコンテンツ「UNIQLO CALENDAR」のBGMとして制作されたもので、ユーザーの間で音源化が熱望されていたこともあり、新録カバー1曲を加えてリリース。サティー、ド ビュッシー、ラヴェルなど誰もが一度は聞いた事があるクラシックの名曲をFPMが豪華客演陣とともにカバー。クラシック・ミュージックとエレクトロニッ ク・ミュージックの融合に、生楽器の音色を加えて全く新しい観点からクラシック音楽を捉えた、実験的かつ革命的な音楽集となっている。

メキシコ、スイス、イギリスなどでもアルバム／12インチが発売され、アンダーグラウンドまでもリリースする老舗レーベルJUNIORから「Whistle Song」の12インチリリースも果たし世界中でもヒットを記録した経歴がある。また、2004年に立ち上げたDJ-MIXシリーズ「Sound Concierge」は、これまでに全11作を発表。いずれも異例のセールスを記録している。 2007年には21世紀以降の音源を集めた2枚組のベストアルバム『FPMB』をavexより発売。2008年にはラーメンズ・小林賢太郎と「SymmetryS（シンメトリーズ）」を結成し、コントとダンスミュージックの融合という新たな試みに挑戦し話題を呼んだ。2009年にはavex20周年を記念して、大沢伸一、☆Taku Takahashi(m-flo)と共にプロデューサユニット「ravex（レイベックス）」を結成。安室奈美恵、東方神起、TRFなどをフィーチャーしたアルバム「trax」を発売している。2010年にはあらゆるタイプの音楽をノンストップミックスする、新DJ-MIXシリーズ「VERSUS」を始動。この第1弾作品となる「VERSUS “Japanese Rock VS FPM” selected and non-stop mixed by FPM」では日本語ロックばかりの全22曲をハウスマナーでミックスしている。

プロデューサーとしては、CHARA、RIP SLYME、HALCALIなどを手掛け、リミキサーとしてはFATBOY SLIM、布袋寅泰、UNICORN、Dragon Ash、東京スカパラダイスオーケストラ、松田聖子、小泉今日子、DJ OZMA、James Brown、Earth,Wind & Fire、YMO、SHEENA & THE ROKKETS、RYUKYUDISKO、土屋アンナ feat. AI、サカナクション、UNICORN、くるり、ケツメイシ、IUなど、多数の有名アーティストを手がける。

最近の楽曲制作としては、CMではPanasonic「スマート家電」などがある。また、サッポロ「スリムス（観月ありさ、工藤静香出演）」など、過去にも様々なものを手がけている。その他、世界三大広告賞でそれぞれグランプリを受賞したダンスミュージック時計「UNIQLOCK」、2009年6月より公開している、2ヶ月に１度新曲を披露するブログパーツ「UNIQLO CALENDAR」の楽曲制作、NIKEプロジェクト「NIKE+」への参加、村上隆がルイ・ヴィトンの為に手掛けた短編アニメーション「SUPERFLAT MONOGRAM」（2003年）「SUPERFLAT FIRST LOVE」（2009年）の楽曲制作、さらに人気海外ドラマ「SEX AND THE CITY」にも楽曲提供も行っている。

DJとしては、ジャンルという固定された概念に縛られる事無く、常に独自の視点で独自の音楽を産み出していくスタイルが支持され、国内は全都道府県制覇、海外でも約50都市にてプレイ、さらに国内外のハイブランドによるパーティーのDJとしても活躍している。2000年12月より西麻布YELLOWで隔月開催していたレギュラーパーティ「Grand-Tourisme」が、YELLOWの閉店に伴い2008年6月に終了となるまで、計46回、のべ47000人以上という、クラブイベントとしては驚異的な動員を記録した。

現在では、奇数月第四金曜日に麻布十番WAREHOUSE702にて「EVERLUST」、大阪にて「Hyper Society」、京都にて「京都大宴会」、新潟にて「lock.」をレギュラーパーティとして開催中のほか、新木場ageHaにて、自身が最も注目する海外DJを毎回指名、共演するパーティ「Baroque」を不定期開催。Freeform FiveやAlan Braxe、THE BLACK GHOSTSとの共演を果たす。

http://www.fpmnet.com
http://www.myspace.com/fantasticplasticmachine
http://ameblo.jp/fpmblog/","『ArcH 2nd ANNIVERSARY』, 『ArcH 7th ANNIVERSARY』, 『ArcH Last Place Party day1』"


UIROH,a-image/112.jpg,UIROH / ウイロウ,DJ,TECHNO,"「グルーヴィー」この言葉をこれ程感じさせるDJはまずいないであろう。
フロアー重視型なのは勿論の事、常に進化を貪欲に求めるプレイは最重要スピンマスターの一人として、シーンを引率している。
類い稀なるなるセンスと繊細なテクニックのもとに生み出される独自の世界は常に高い評価を得、ジャンルを超えた新しい音へと昇華させ、絶大な人気を得ている。
2006年より自ら主宰するアフターアワーズ「PIMP」を始動させ、 今では東京を代表するAFTER HOURSとなっている。
「MANIAC BEACH」 @由比ケ浜は全て初回から参加。
他にはMATAMORPHOSEやPLUSOUT、渚等の大型野外イベントにも出演している。
昨年はDJ Q-HEY氏のアルバム""ELECTRIC EYE ON ME""に参加,
現在はDJ DSKEとのユニット”YELLOW ATTRIBUTE MUSIC”で精力的に楽曲製作中。
また2007年より、よりエレクトロ色を強めたセットのプロジェクト""WINKY""を始動。
AIR@代官山やWOMB@渋谷でのプレイはミミの早いリスナーを引き付けている。

2009年からは新感覚gay mix テクノパーティー”ROLLING NUTS”のレジデントとして参加。
驚異の盛り上がりをみせている。",HAPPY TRIANGLE/クイック


VEIZY,a-image/113.jpg,VEIZY / ベイジー,DJ,Vocal House,"90年DJデビュー。10年以上のDJ歴誇る、今や日本を代表する女性DJ。六本木RAJAH COURTでDJとしての第1歩を踏み出し、その後MZA有明でプレイ。モンチ田中率いるワールドビーツカンパニー主催の女性DJユニットに参加したきっかけでDJ、ミキサー、プロデューサーにして(有)DMXインターナショナルの社長、DUB MASTER Xと出会い、BAY FMのDJミックス番組のレギュラーDJに就任。ラジオ局でダンスミュージック番組を中心に活動する一方、クラブDJとしてもGOLDをはじめ多くのクラブで活躍。現在""DIAMOND CUTTER""をはじめ""GOLD FINGER""""などのウイメンズパーティーの他、様々なイベントで活躍。日本のウイメンズパーティーには欠かせないDJ。",DIAMOND CUTTER

ヴェロニカ,a-image/114.jpg,Veronica / ヴェロニカ,DRAG QUEEN,,,"『RUSH CRUISE』、"
WARA,a-image/115.jpg,WARA / ワラ,DJ,HOUSE,"1997’Philosomathik RecordsよりMo!wara Okamatiqueをリリース。nyハードハウスシーンでブレイクしDannyTenaglia, Junior Vasquesらもヘビープレイした。
主な競演DJはフランキー・ナックルズ、ビクター・カルデローン、ピース・ディビジョン、DJ ピエールなど多 数。dj スタイルはHard HouseからDeep、house,Garage Classicまでと幅広いジャンルを押さえたジャンルにとらわれない黒い選曲を得意とし、センシュアルでグルービーな選曲を武器とするプレイは国内のゲ イクラブシーンで新しいスタンダードとなりつつあり、今ゲイシーンで一番注目される存在だ。ageHa Mix cd Vol. 4 1/2「Paradise Ball」第１弾がジュニア・バスケスと共に同時リリース。 

http://www.disco.x0.com",『BANANA Fridays』

YAMAKAWA,a-image/116.jpg,YAMAKAWA / ヤマカワ,DJ,Techno/Vocal House,"2010年11月新宿ArcHにてDJデビュー。平成が産んだとは思えない疾走感と奇想天外なMIXテクニック。
ゆとってる場合じゃねえ！

https://twitter.com/_YMKW","『TWILIGHT』、『BEATNIK』、『サンモニっ!!』"
YASUTAKA,a-image/117.jpg,YASUTAKA / ヤスタカ,GOGO DANCER,,,『SURF』
YO-C,a-image/118.jpg,YO-C / ヨッシー,DJ,HOUSE/TECHNO/HARD HOUSE,"93年ロンドン＜DATE FELLOW CLUB＞でDJデビュー。
帰国後、ロンドン仕込みのテクニックとアッパーかつファンキーなDJスタイルでクラブミュージック界にセンセーションを巻き起こした。そのDJテクニックは進化し続け、テクノ・ハウスはもとよりクラブ ミュージックのボーダーレスな新たな世界を造り出す。そして、DJプレイとスマイルでフロア中を笑顔で満たしていく。現在、「UNiON」@club Arch、「DriveEasy」@渋谷 RockWest、大阪Lunar Club等のレギュラーパーティーの他、日本各地でもゲストＤＪとして多数プレイ。また、元気ロケッツ「Star Surfer」のリミックスを手掛け、人気、実力共に誰もが認めるDJとして評価されている。

